muertes
1.201087417602539062e+02
1.212289962768554688e+02
1.200197143554687500e+02
1.213801879882812500e+02
1.199302749633789062e+02
1.215320281982421875e+02
1.198404922485351562e+02
1.216845474243164062e+02
1.197502975463867188e+02
1.218377227783203125e+02
1.196596832275390625e+02
1.219916610717773438e+02
1.195687332153320312e+02
1.221460647583007812e+02
1.194773635864257812e+02
1.222927474975585938e+02
1.193906021118164062e+02
1.224109420776367188e+02
1.193205490112304688e+02
1.225071640014648438e+02
1.192635421752929688e+02
1.225854949951171875e+02
1.192269973754882812e+02
1.226339035034179688e+02
1.192049026489257812e+02
1.226630630493164062e+02
1.191915740966796875e+02
1.226807250976562500e+02
1.191834640502929688e+02
1.226914443969726562e+02
