muertes
6.526383056640625000e+02
6.526425170898437500e+02
6.526425170898437500e+02
6.526425170898437500e+02
6.526425170898437500e+02
6.526425170898437500e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
6.526383056640625000e+02
