muertes
97.73727416992188
99.7030258178711
105.09784698486328
108.56024932861328
111.50638580322266
117.35910034179688
119.2667007446289
126.25713348388672
128.32618713378906
131.5749053955078
132.83856201171875
132.6758270263672
135.6702423095703
133.17385864257812
134.9693603515625
132.1390838623047
132.7968292236328
133.73123168945312
134.1345977783203
138.72488403320312
139.06507873535156
139.58505249023438
138.90097045898438
138.8731231689453
138.61717224121094
138.19351196289062
138.9329833984375
139.42601013183594
140.97813415527344
140.89764404296875
