muertes
53.098038
44.131935
44.821907
37.843063
37.217148
36.723248
32.846836
29.78408
26.349287
28.461164
23.215305
24.197008
20.577328
21.719576
20.13615
15.787035
15.698436
15.001064
17.443363
12.821916
12.660949
9.525567
12.7813225
11.8905
9.163345
8.423751
6.7266865
9.89161
7.6864147
8.196692
