Code,Score
2163022,85.92035161622891
2170136,83.38238042838603
2172022,76.56913753523689
2160602,75.43591254433967
2180045,68.8663812145655
2170104,60.89640668534915
2172002,56.48676463422304
2172969,51.11888783498725
2172006,50.696767678246104
2170105,49.37588510103262
2171993,48.94847542047697
2170133,48.68739368936533
2160793,46.40983767828662
2180056,46.05767161518626
2172970,43.32819636653096
2180018,39.79612505600415
2180034,32.00358759056989
